index_redacao,score,c1,c2,c3,c4,c5,pred_c1,pred_c2,pred_c3,pred_c4,pred_c5,pred_total,ok,modelo,modo,ts,raw
844,880,160,160,160,200,200,160,200,160,160,160,840,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:24:35+00:00,""
846,880,160,200,200,160,160,120,120,80,120,0,440,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:24:39+00:00,""
854,880,160,200,160,200,160,160,160,160,160,160,800,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:24:42+00:00,""
863,920,160,200,160,200,200,120,120,120,120,0,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:24:47+00:00,""
868,920,160,160,200,200,200,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:24:51+00:00,""
875,920,160,200,200,200,160,120,160,120,120,0,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:24:55+00:00,""
879,960,160,200,200,200,200,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:25:08+00:00,""
881,960,160,200,200,200,200,160,160,120,120,120,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:25:09+00:00,""
886,800,200,160,120,160,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:25:25+00:00,""
889,840,200,160,160,200,120,160,120,120,120,0,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:25:33+00:00,""
898,960,200,200,160,200,200,160,200,160,160,200,880,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:25:34+00:00,""
900,1000,200,200,200,200,200,160,200,160,160,160,840,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:25:38+00:00,""
902,1000,200,200,200,200,200,120,160,120,120,0,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:25:42+00:00,""
903,1000,200,200,200,200,200,160,160,160,160,160,800,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:25:53+00:00,""
905,680,120,120,120,160,160,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:25:54+00:00,""
908,760,160,160,120,200,120,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:26:00+00:00,""
909,720,160,120,120,160,160,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:26:05+00:00,""
913,880,160,200,160,200,160,160,160,160,160,160,800,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:26:07+00:00,""
922,920,160,200,160,200,200,120,160,160,120,120,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:26:15+00:00,""
928,640,160,120,120,160,80,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:26:16+00:00,""
930,680,160,120,120,160,120,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:26:20+00:00,""
932,840,160,160,120,200,200,160,160,120,120,160,720,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:26:24+00:00,""
934,360,120,40,40,120,40,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:26:29+00:00,""
939,760,160,160,120,160,160,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:26:32+00:00,""
941,600,160,120,120,120,80,120,120,80,120,0,440,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:26:36+00:00,""
944,840,160,160,160,200,160,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:26:41+00:00,""
949,560,160,120,80,120,80,120,120,120,120,40,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:26:44+00:00,""
954,280,160,40,40,40,0,80,80,80,80,40,360,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:26:56+00:00,""
961,800,160,160,120,200,160,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:27:00+00:00,""
974,680,160,120,120,160,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:27:02+00:00,""
976,800,160,160,160,160,160,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:27:10+00:00,""
977,920,160,200,160,200,200,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:27:11+00:00,""
984,840,160,160,160,200,160,160,160,120,120,120,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:27:15+00:00,""
990,760,160,120,120,160,200,80,120,120,120,160,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:27:29+00:00,""
991,760,160,160,120,160,160,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:27:30+00:00,""
992,840,200,160,120,200,160,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:27:34+00:00,""
995,760,200,120,120,160,160,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:27:40+00:00,""
996,640,160,120,120,120,120,120,120,80,80,40,440,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:27:42+00:00,""
1000,920,160,200,160,200,200,160,200,200,200,200,960,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:27:46+00:00,""
1004,760,160,120,120,200,160,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:27:55+00:00,""
1006,840,160,160,160,200,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:27:56+00:00,""
1012,720,160,120,120,160,160,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:28:00+00:00,""
1014,800,160,160,160,160,160,160,160,160,160,160,800,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:28:04+00:00,""
1024,680,160,120,120,160,120,80,80,80,80,120,440,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:28:20+00:00,""
1029,720,160,120,120,160,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:28:27+00:00,""
1030,720,160,120,120,160,160,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:28:28+00:00,""
1031,440,120,80,80,120,40,40,40,40,40,40,200,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:28:32+00:00,""
1040,520,160,80,80,120,80,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:28:36+00:00,""
1041,880,160,200,160,200,160,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:28:44+00:00,""
1045,880,160,200,160,200,160,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:28:45+00:00,""
1048,840,160,160,160,200,160,120,160,160,160,200,800,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:28:49+00:00,""
1049,760,160,160,120,160,160,120,160,160,160,160,760,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:29:02+00:00,""
1062,880,200,160,160,200,160,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:29:03+00:00,""
1063,840,160,160,160,200,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:29:10+00:00,""
1065,760,160,160,120,160,160,120,160,120,120,160,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:29:11+00:00,""
1070,760,160,160,120,160,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:29:15+00:00,""
1072,880,160,200,160,200,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:29:22+00:00,""
1080,840,160,160,160,200,160,160,160,160,160,160,800,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:29:24+00:00,""
1081,840,160,160,160,200,160,160,160,160,160,120,760,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:29:30+00:00,""
1082,720,160,120,120,200,120,120,160,120,120,120,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:29:33+00:00,""
1090,760,160,160,120,160,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:29:35+00:00,""
1099,840,160,160,160,200,160,80,120,80,120,120,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:29:46+00:00,""
1100,680,160,120,120,160,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:29:59+00:00,""
1104,680,160,160,120,160,80,120,160,120,120,0,520,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:30:00+00:00,""
1105,520,200,80,80,160,0,120,120,80,120,0,440,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:30:05+00:00,""
1109,800,160,160,160,160,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:30:08+00:00,""
1118,720,160,160,120,120,160,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:30:12+00:00,""
1121,800,160,120,160,200,160,160,160,120,120,120,680,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:30:17+00:00,""
1122,720,160,160,120,160,120,120,120,120,120,160,640,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:30:33+00:00,""
1125,560,160,120,80,120,80,120,80,80,80,40,400,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:30:34+00:00,""
1129,880,160,200,160,200,160,160,200,160,160,160,840,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:30:38+00:00,""
1131,680,120,160,120,160,120,120,120,80,120,120,560,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:30:46+00:00,""
1134,840,160,160,160,200,160,160,200,160,160,200,880,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:30:52+00:00,""
1142,520,80,120,120,80,120,80,120,80,120,160,560,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:30:56+00:00,""
1145,480,160,80,80,80,80,80,120,80,80,120,480,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:31:11+00:00,""
1146,640,120,120,160,160,80,0,0,0,0,0,0,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:32:06+00:00,""
1156,600,120,120,120,120,120,120,120,120,120,120,600,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:32:15+00:00,""
1157,400,120,120,80,80,0,80,80,80,80,40,360,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:32:16+00:00,""
1164,160,0,80,80,0,0,80,120,80,80,0,360,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:32:30+00:00,""
1167,400,120,120,0,80,80,120,120,80,120,120,560,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:32:42+00:00,""
1177,280,120,80,80,0,0,80,80,80,80,120,440,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:32:43+00:00,""
1180,480,120,120,80,80,80,80,120,80,80,40,400,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:32:47+00:00,""
1187,560,120,120,120,80,120,120,120,120,120,80,560,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:32:51+00:00,""
1197,480,120,120,80,80,80,80,80,80,80,120,440,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:32:55+00:00,""
1201,480,80,120,80,120,80,120,120,80,120,0,440,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:32:59+00:00,""
1207,480,160,120,80,120,0,120,120,80,80,0,400,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:33:19+00:00,""
1228,320,80,80,80,80,0,80,80,80,80,40,360,1,gemini-3.5-flash-lite,holistico,2026-09-03T03:33:48+00:00,""
