index_redacao,score,c1,c2,c3,c4,c5,pred_c1,pred_c2,pred_c3,pred_c4,pred_c5,pred_total,ok,modelo,modo,ts,raw
879,960,160,200,200,200,200,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:24:49+00:00,
881,960,160,200,200,200,200,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:25:20+00:00,
886,800,200,160,120,160,160,80,80,80,40,40,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:25:49+00:00,
889,840,200,160,160,200,120,80,80,120,80,40,400,1,openai/gpt-oss-120b,holistico,2026-09-03T20:26:20+00:00,
898,960,200,200,160,200,200,120,160,120,120,160,680,1,openai/gpt-oss-120b,holistico,2026-09-03T20:26:49+00:00,
900,1000,200,200,200,200,200,80,120,120,80,80,480,1,openai/gpt-oss-120b,holistico,2026-09-03T20:27:19+00:00,
902,1000,200,200,200,200,200,80,120,80,80,40,400,1,openai/gpt-oss-120b,holistico,2026-09-03T20:27:49+00:00,
903,1000,200,200,200,200,200,160,160,160,120,120,720,1,openai/gpt-oss-120b,holistico,2026-09-03T20:28:20+00:00,
905,680,120,120,120,160,160,40,80,80,40,80,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:28:49+00:00,
908,760,160,160,120,200,120,40,80,80,40,80,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:29:19+00:00,
909,720,160,120,120,160,160,120,120,120,80,80,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:29:50+00:00,
913,880,160,200,160,200,160,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:30:19+00:00,
922,920,160,200,160,200,200,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:30:49+00:00,
928,640,160,120,120,160,80,80,120,120,80,80,480,1,openai/gpt-oss-120b,holistico,2026-09-03T20:31:19+00:00,
930,680,160,120,120,160,120,80,80,80,40,80,360,1,openai/gpt-oss-120b,holistico,2026-09-03T20:31:50+00:00,
932,840,160,160,120,200,200,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:32:20+00:00,
934,360,120,40,40,120,40,40,80,80,40,40,280,1,openai/gpt-oss-120b,holistico,2026-09-03T20:32:49+00:00,
939,760,160,160,120,160,160,40,80,80,40,80,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:33:20+00:00,
941,600,160,120,120,120,80,80,80,80,40,40,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:33:49+00:00,
944,840,160,160,160,200,160,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:34:19+00:00,
949,560,160,120,80,120,80,80,80,80,40,40,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:34:50+00:00,
954,280,160,40,40,40,0,40,40,40,40,40,200,1,openai/gpt-oss-120b,holistico,2026-09-03T20:05:19+00:00,
961,800,160,160,120,200,160,80,120,120,80,80,480,1,openai/gpt-oss-120b,holistico,2026-09-03T20:05:49+00:00,
974,680,160,120,120,160,120,80,80,120,80,80,440,1,openai/gpt-oss-120b,holistico,2026-09-03T20:06:19+00:00,
976,800,160,160,160,160,160,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:06:49+00:00,
977,920,160,200,160,200,200,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:07:19+00:00,
984,840,160,160,160,200,160,80,120,120,80,80,480,1,openai/gpt-oss-120b,holistico,2026-09-03T20:07:50+00:00,
990,760,160,120,120,160,200,40,80,80,40,80,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:08:19+00:00,
991,760,160,160,120,160,160,80,80,80,80,80,400,1,openai/gpt-oss-120b,holistico,2026-09-03T20:08:49+00:00,
992,840,200,160,120,200,160,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:09:19+00:00,
995,760,200,120,120,160,160,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:09:49+00:00,
996,640,160,120,120,120,120,40,80,80,40,40,280,1,openai/gpt-oss-120b,holistico,2026-09-03T20:10:19+00:00,
1000,920,160,200,160,200,200,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:10:50+00:00,
1004,760,160,120,120,200,160,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:11:20+00:00,
1006,840,160,160,160,200,160,80,120,120,80,80,480,1,openai/gpt-oss-120b,holistico,2026-09-03T20:11:49+00:00,
1012,720,160,120,120,160,160,80,80,120,80,120,480,1,openai/gpt-oss-120b,holistico,2026-09-03T20:12:19+00:00,
1014,800,160,160,160,160,160,120,120,160,120,160,680,1,openai/gpt-oss-120b,holistico,2026-09-03T20:12:50+00:00,
1024,680,160,120,120,160,120,80,80,80,80,80,400,1,openai/gpt-oss-120b,holistico,2026-09-03T20:13:19+00:00,
1029,720,160,120,120,160,160,80,80,80,80,80,400,1,openai/gpt-oss-120b,holistico,2026-09-03T20:13:50+00:00,
1030,720,160,120,120,160,160,40,80,80,40,80,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:14:19+00:00,
1031,440,120,80,80,120,40,40,40,40,40,40,200,1,openai/gpt-oss-120b,holistico,2026-09-03T20:14:49+00:00,
1040,520,160,80,80,120,80,80,80,80,40,40,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:15:19+00:00,
1041,880,160,200,160,200,160,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:15:49+00:00,
1045,880,160,200,160,200,160,80,120,120,80,80,480,1,openai/gpt-oss-120b,holistico,2026-09-03T20:16:19+00:00,
1048,840,160,160,160,200,160,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:16:49+00:00,
1049,760,160,160,120,160,160,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:17:19+00:00,
1062,880,200,160,160,200,160,80,120,80,80,120,480,1,openai/gpt-oss-120b,holistico,2026-09-03T20:17:49+00:00,
1063,840,160,160,160,200,160,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:18:19+00:00,
1065,760,160,160,120,160,160,80,80,80,40,80,360,1,openai/gpt-oss-120b,holistico,2026-09-03T20:18:49+00:00,
1070,760,160,160,120,160,160,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:19:20+00:00,
1072,880,160,200,160,200,160,80,80,80,40,80,360,1,openai/gpt-oss-120b,holistico,2026-09-03T20:19:50+00:00,
1080,840,160,160,160,200,160,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:20:20+00:00,
1081,840,160,160,160,200,160,120,160,160,120,120,680,1,openai/gpt-oss-120b,holistico,2026-09-03T20:20:50+00:00,
1082,720,160,120,120,200,120,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:21:19+00:00,
1090,760,160,160,120,160,160,160,160,160,160,120,760,1,openai/gpt-oss-120b,holistico,2026-09-03T20:21:50+00:00,
1099,840,160,160,160,200,160,80,80,80,40,80,360,1,openai/gpt-oss-120b,holistico,2026-09-03T20:22:19+00:00,
1100,680,160,120,120,160,120,80,120,120,80,80,480,1,openai/gpt-oss-120b,holistico,2026-09-03T20:22:49+00:00,
1104,680,160,160,120,160,80,80,80,80,80,40,360,1,openai/gpt-oss-120b,holistico,2026-09-03T20:23:19+00:00,
1105,520,200,80,80,160,0,80,120,120,120,40,480,1,openai/gpt-oss-120b,holistico,2026-09-03T20:23:50+00:00,
1109,800,160,160,160,160,160,80,80,80,40,40,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:24:20+00:00,
1118,720,160,160,120,120,160,80,80,80,40,80,360,1,openai/gpt-oss-120b,holistico,2026-09-03T20:24:50+00:00,
1121,800,160,120,160,200,160,80,120,120,80,80,480,1,openai/gpt-oss-120b,holistico,2026-09-03T20:25:19+00:00,
1122,720,160,160,120,160,120,80,120,120,80,80,480,1,openai/gpt-oss-120b,holistico,2026-09-03T20:25:50+00:00,
1125,560,160,120,80,120,80,40,80,80,40,40,280,1,openai/gpt-oss-120b,holistico,2026-09-03T20:26:19+00:00,
1129,880,160,200,160,200,160,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:26:49+00:00,
1131,680,120,160,120,160,120,40,120,80,40,80,360,1,openai/gpt-oss-120b,holistico,2026-09-03T20:27:19+00:00,
1134,840,160,160,160,200,160,120,120,120,80,120,560,1,openai/gpt-oss-120b,holistico,2026-09-03T20:27:49+00:00,
1142,520,80,120,120,80,120,80,80,80,80,40,360,1,openai/gpt-oss-120b,holistico,2026-09-03T20:28:20+00:00,
1145,480,160,80,80,80,80,80,80,80,40,40,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:28:49+00:00,
1146,640,120,120,160,160,80,0,0,0,0,0,0,1,openai/gpt-oss-120b,holistico,2026-09-03T20:29:19+00:00,
1156,600,120,120,120,120,120,80,120,120,80,80,480,1,openai/gpt-oss-120b,holistico,2026-09-03T20:29:50+00:00,
1157,400,120,120,80,80,0,80,80,80,40,40,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:30:19+00:00,
1164,160,0,80,80,0,0,40,80,80,40,40,280,1,openai/gpt-oss-120b,holistico,2026-09-03T20:30:49+00:00,
1167,400,120,120,0,80,80,80,80,80,40,40,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:31:19+00:00,
1177,280,120,80,80,0,0,40,80,80,40,40,280,1,openai/gpt-oss-120b,holistico,2026-09-03T20:31:49+00:00,
1180,480,120,120,80,80,80,80,80,80,40,40,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:32:20+00:00,
1187,560,120,120,120,80,120,80,120,120,80,120,520,1,openai/gpt-oss-120b,holistico,2026-09-03T20:32:50+00:00,
1197,480,120,120,80,80,80,80,80,80,40,40,320,1,openai/gpt-oss-120b,holistico,2026-09-03T20:33:20+00:00,
1201,480,80,120,80,120,80,40,40,40,40,40,200,1,openai/gpt-oss-120b,holistico,2026-09-03T20:33:50+00:00,
1207,480,160,120,80,120,0,80,80,80,80,80,400,1,openai/gpt-oss-120b,holistico,2026-09-03T20:34:19+00:00,
1228,320,80,80,80,80,0,40,80,80,40,40,280,1,openai/gpt-oss-120b,holistico,2026-09-03T20:34:50+00:00,
